case_id,source_tweet_id,customer_id,customer_text,brand_response,intent,high_risk
d9fce1720031,690,115849,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,Please report this to our support team here: and we'll look into this. 2/2 ^HD,delivery_issue,False
d9fce1720031,690,115849,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,"Apologies for the delay in delivery of your order, James. We'd like to take a closer look. 1/2 ^HD",delivery_issue,False
00a6915f2bd3,695,115853,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: ^BN,delivery_issue,False
8a0bbde8e5fe,1695,116081,my order hasn’t arrived (it was due 14th October). Can you help?,Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,delivery_issue,False
af2941a60e26,1717,116087,"My package just got here. All good, thank you!","Thank you for keeping us posted, Rachael! ^BA",delivery_issue,False
564fd4f69574,1718,116087,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",I'm sorry for the long wait; what is your current order status showing when you review it: ^WM,delivery_issue,False
ddb6158990bb,1748,116094,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!!,"(2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",delivery_issue,False
ddb6158990bb,1748,116094,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!!,I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: (1/2),delivery_issue,False
86c0f4fed009,2549,116314,"Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,delivery_issue,False
cdc4a83ae484,2556,116317,"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",delivery_issue,False
4286e9c7cc9e,2568,116320,"Hey , why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",delivery_issue,False
dda9dd0156eb,2584,116323,Well ok but said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,We're definitely here to help! Please reach out to us by phone here: ^SE,delivery_issue,False
b5513d789700,2591,116325,No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,We'd like another chance to look into this. Please reach out by phone or chat: Please keep us updated. ^FJ,delivery_issue,False
9418174fe27b,3655,116586,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying","Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: ^KI",delivery_issue,False
9418174fe27b,3655,116586,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying",Sorry to hear this. Did you select Free delivery at the checkout? ^PK,delivery_issue,False
7ba156961b54,3726,116610,Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,Is everything in your basket eligible? You can find more info here: Let us know if this helps! ^EB,delivery_issue,False
df42b1a32d1c,3759,116619,you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,I'm sorry your parcel wasn't delivered. Please reach us here: so we can look into this with you. ^MO,delivery_issue,False
491e99987506,4788,116830,So sad ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,Oh no! Did we miss the expected delivery date from your confirmation e-mail here: Please let us know. ^KL,delivery_issue,False
dcfe776f4efe,4863,116851,They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,"To confirm, what does the latest tracking update show? Please check here: ^BE",delivery_issue,False
81e7615d13b0,4864,116851,"Hey , maybe don't ask people to pay $8 for ""launch day arrival"" if you're not going to ship the package until the day after launch!","I'm sorry for the poor experience, Skylar. Were you given a reason for the delay? Check here: ^FD",delivery_issue,False
cb8ba7911a69,4954,116876,"Got 2 packages delivered today from via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package & 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",I'm sorry for the frustration! We'd like to investigate and escalate this to the correct team. Please send us your details here: ^JP,delivery_issue,False
43c7558c6cad,4956,116877,I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions. ^SW,delivery_issue,False
604c9f70880a,4957,116877,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: If so, what information or options were we able to offer? ^SB",delivery_issue,False
f88269a2d0ad,5124,116913,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,"We'd like to make sure this is addressed, Eric. Would you tell us more about what happened? ^AM",delivery_issue,False
8e819c4cd8cf,5128,116914,"AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: ^SJ",delivery_issue,False
5155d29c1d2c,5131,116914,"the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month!","I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: ^CC",delivery_issue,False
0f5e083c0f34,5139,116917,Just ordered . Let’s see what gets here first. My package from which has been “On It’s Way” since 1:22am or the food. #TheRaceIsOn,I'm sorry for this wait. Has the tracking information on your order updated: Deliveries continue through to 8PM so please keep us in the loop on your order's arrival. Thank you. ^DO,delivery_issue,False
b26817c971fc,5189,158565,Thanks to booked my op5T I hope it will be delivered as fast as becoz delivery date of one plus 5 T is 4 th December so how is it?,Congratulations for the new mobile! All the packages are shipped on time so that it reaches you by estimated delivery date. Request you to wait till the same. Do keep us posted if you have any further concerns. ^SM,delivery_issue,False
c822deda3d74,5238,646470,Worst experience. My order got canceled after 20 days of delay without notifying me.,Apologies for the cancellation. Have you reported this to our support team here: ^MN,delivery_issue,False
d78ba61ca26d,5239,550094,Amazon.in Order # 407-9887349-0942750. Still not delivered but website says its delivered.,"We apologize for the incorrect tracking update. Kindly share the details here: and we'll contact you soon. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH",delivery_issue,False
582e8cbec3ba,5242,125691,"You don't deliver to Imphal , Manipur 795001. Even though I am prime member. So not buying one...till you deliver.","Due to certain regulatory and operational restrictions, we're unable to offer delivery services at some pin codes. We are working on expanding our services. ^NR",delivery_issue,False
8f2210ed0ace,5249,788662,"Amazon Order Id: 406-7312247-1577105, with tracking ID 216273853933 is not delivered, Please do the needfull",Please don't share your order details as we consider it to be personal information. Our Twitter page is public. 2/2 ^KH,delivery_issue,False
8f2210ed0ace,5249,788662,"Amazon Order Id: 406-7312247-1577105, with tracking ID 216273853933 is not delivered, Please do the needfull",Apologies for the delay with the delivery of your order. We'd like to help. Kindly report it to our support team here: and we'll have this resolved at the earliest. 1/2 ^KH,delivery_issue,False
3da43d942abf,5265,798989,I have ordered on 24 and still you are not able to deliver this to me. Very disappointed from your courier service. #worst courier service,Sorry for the delay in delivering the order. Has this been reported to our support team yet. You may connect with the team from here and they will do the needful to help.1/2 ^KK,delivery_issue,False
3da43d942abf,5265,798989,I have ordered on 24 and still you are not able to deliver this to me. Very disappointed from your courier service. #worst courier service,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK",delivery_issue,False
42c815854c4d,5282,116922,Okay amazon lost my package gr8,"Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you! ^BN",delivery_issue,False
66f77f59adf8,5300,116929,Just had my first Prime Now delivery. 2 hours flat 👏👏,Awesome! Enjoy! ^BL,delivery_issue,False
494b558646e1,5331,116936,live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,"Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: ^DW",delivery_issue,False
ac8738affadb,6963,117198,"Thank you. Spoke with customer service who was very nice & helpful & put me straight through to a Competent logistics person who documented issue, researched my acct & was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF,delivery_issue,False
7e2709635a9a,6966,117198,So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: ^BA,delivery_issue,False
3bd00c326c59,8511,117493,UPS supposed to pick up a return package yesterday and bring return label... never showed.,"I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: ^AC",delivery_issue,False
f91b1c0b2fd7,8527,117498,I know it’s nearly xmas but seriously I ordered a book from due to arrive 23rd Oct and still don’t have it or know where it is???,"I'm sorry for the wait, Jamie! What's the current status of your order here: ^SH",delivery_issue,False
76e9cb272f5a,8529,117498,Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,"I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY",delivery_issue,False
66fbe7a9d326,8532,117498,The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver,It would be best to contact us directly here: and we can look into this further then. ^PK,delivery_issue,False
b01e9da15ba2,8537,117499,why do I pay for 2 day shipping and it's going on 4 days.,"(2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: ^WT",delivery_issue,False
b01e9da15ba2,8537,117499,why do I pay for 2 day shipping and it's going on 4 days.,I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an order's shipped. (1/2),delivery_issue,False
546a33757ad6,9137,117636,Had a package scheduled for delivery today and it didn’t come I’m not happy,I'm sorry your shipment hasn't arrived; what is the latest status on the order: ^LR,delivery_issue,False
2655db9710e2,9142,474140,Amazon can't get the package to your house,Hey! Sorry to see that. Here are a few possible reasons why: ^CH,delivery_issue,False
60a716b58e52,9146,117638,"Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added",Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY,delivery_issue,False
fc063a2cfe02,9147,117638,"order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?",here: and I'll get back. (2/2) ^KA,delivery_issue,False
fc063a2cfe02,9147,117638,"order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?",Sorry to know about the payment issue. I'd like to have a closer look at the issue. Please share your details (1/2) ^KA,delivery_issue,False
37ff67f1baa2,9781,117790,"I seem to have bad luck in trying to get undamaged books from . Sometimes it's damaged in delivery, but this one was packed this way.","I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: ^SH",delivery_issue,False
a27d2e0aaed3,9810,117798,Was sent this item in 6x9 size. Trying to return & UPS did not show up today. I'd keep item if I could get refund for price difference.,We would like to investigate further with you. Please reach out to us at your convenience: ^JP,delivery_issue,False
fae8d57e5a8d,9819,117801,if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"(2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: ^WT",delivery_issue,False
fae8d57e5a8d,9819,117801,if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2),delivery_issue,False
683f8f8e8e87,10321,117870,"I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: ^WT,delivery_issue,False
a13928b9ccd6,10633,117948,I have an order that was supposed to be here on the 25th which has not arrived yet.,"What does the current tracking indicate? Also, who does the tracking indicate as carrier?: ^VB",delivery_issue,False
d5df8bf55b4d,10634,117948,How does amazon have late shipping? Multi billion dollar company,I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,delivery_issue,False
62e3e2e025e4,10636,117948,"My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,delivery_issue,False
6553ca2a9547,10637,117948,"The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",Please get in touch with us here: and we'd be happy to review available options with you. ^EZ,delivery_issue,False
fc9b501134d7,10640,117948,No package.,I'm sorry it hasn't arrived! Please get in touch with us here: for available options. ^EZ,delivery_issue,False
c6e8a5d8f58b,10647,117950,"paid for next day delivery.. had it confirmed and alas, no package #nothappy","I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: ^LH",delivery_issue,False
c6e8a5d8f58b,10647,117950,"paid for next day delivery.. had it confirmed and alas, no package #nothappy","I'm so sorry for the delay. If you have a moment, please contact us by phone or chat here: : ^LH",delivery_issue,False
a7671ed86c74,10653,117952,hey why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: ^DD,delivery_issue,False
06b061306814,10660,117955,My package from was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,"Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",delivery_issue,False
be042e1d96bd,11015,118078,"Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",delivery_issue,False
fb6d8add68fd,11021,118079,The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,We'd still like to help. What does the tracking show in Your Orders: Who is the carrier here? ^SJ,delivery_issue,False
efd07ffa7c10,11039,118081,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine,I'm sorry you haven't received an update on your shipping details! You can check your order here: ^MO,delivery_issue,False
7634b9c24e2a,11046,117955,at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,I am so sorry about that! Who was the carrier? You can find that info here: ^BA,delivery_issue,False
d088ce4239cb,11048,118084,"Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,delivery_issue,False
56810b41fc56,11049,118084,Original promised delivery date was yesterday to this Friday.,Please give us a call here: so we can take a look into this with you! ^TR,delivery_issue,False
5e065d3d3d5e,11060,118086,still have not received my package I paid extra for guaranteed next day. Won't do that again,I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: ^SJ,delivery_issue,False
2ebfad6fe146,11073,118088,isn't prime two day shipping supposed to be guaranteed? what happens when its late?,I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: ^GM,delivery_issue,False
2e91b09a558e,11079,118090,"I'm thinking that tracking is total fiction - package has been ""Out for Delivery"" for 2 days & hasn't arrived. 3 days late.",Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: ^BN,delivery_issue,False
7dea6bb4804b,11586,118231,Not received any email,email from our account specialist team regarding the same. Request you to respond to that email for any assistance. 2/2 ^NK,delivery_issue,False
7dea6bb4804b,11586,118231,Not received any email,"I get your concern, Hussain. All the account related issues are handled by our accounts team. You should've received an 1/2 ^NK",delivery_issue,False
ca7bd72fbd00,11593,118232,Done that. Was told I would definitely have it by 9pm yesterday & it's still not been delivered!!!!,"Just to confirm, what's the current tracking information listed for your order here: ^HC",delivery_issue,False
a528ca46d85a,11597,118233,don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,I'm so sorry for the wait! What does tracking information say here: ^MH,delivery_issue,False
504cc7b6ef12,11598,118233,I paid extra to have one day shipping... pissed,So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,delivery_issue,False
fcc4bdb1f62d,11602,118235,"Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: ^BL,delivery_issue,False
01671f90a0de,11605,118235,"Carrier: AMZL US, Tracking #: TBA516106123000","I'd like someone from my team to check into this. When you can, please drop your details here: ^BL",delivery_issue,False
994ab699d428,11619,118238,how do I inform your delivery drivers to just leave my package at my front door?,"Hey, Hugh! Are you having trouble receiving a recent order? ^LA",delivery_issue,False
b657c665cecc,11974,118354,My Halloween costume is a day late. Can you help?,I'm so sorry we've let you down. Please reach us here: so we can explore options with you. ^LL,delivery_issue,False
80b81a38fce6,11976,118355,Seriously what is up with ordering things and it being open? You guys shipping returned items. 2nd day in a row this happens :SMH:,We do not want this to happen and are eager to help. Reach out to us for more assistance here: ^LM,delivery_issue,False
71a59a153109,11977,125881,"My most recent order came without an outer shipping box, with product box obv not designed for shipping and arrived open.",I'm sorry your speakers were shipped this way! Was this order sold/fulfilled by a third-party seller: ^WM,delivery_issue,False
eb9a2aec47c1,11979,118233,don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML,delivery_issue,False
972e62d77ef8,11981,118356,Many times..Always got them saying well deliver it by deadline...I hate your service now,Sorry about the delay with the order. Please share your details here: and we'll check this. ^KA,delivery_issue,False
aa4c91f84a44,11982,118356,what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD",delivery_issue,False
c2af5e0b6da5,12527,118505,"I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",Sorry for the trouble you've had. Kindly reply to the email you've received from our team & we'll look into this further.^MM,delivery_issue,True
3815d53c798f,12552,445667,is there no customer service email? return pick up not arrived,"You may connect us via email as well from the link provided earlier. Please select email & proceed, we'll respond shortly. ^BS",delivery_issue,False
7d8344daeaee,13159,118701,I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to for future.,you've received from our team and we will get back to you with the latest update on your issue. (2/2)^SQ,delivery_issue,False
7d8344daeaee,13159,118701,I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to for future.,Sorry for the unpleasant experience with the delivery of your order. Request you to write back to the email (1/2)^SQ,delivery_issue,False
05ead44ad0b7,13164,118701,"After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !",We're following up on this. We'll check this and update you. ^SG,delivery_issue,False
9376b18f9b62,13170,118704,why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.,Are you currently waiting on the delivery of a delayed order? ^QJ,delivery_issue,False
00ad24a15a81,13185,118709,"WTF! Called them again and again, the call was dropped after 5 seconds of talking to someone. This is my 4th call for product NOT delivered",Was any information provided to you in the phone conversation? Who was the carrier as listed here: ^CH,delivery_issue,False
d74f442a77a3,13558,118825,any idea when this order will arrive? I have a sassy Brit since grocery stopped carrying his #teatime #isthisatrick,I'm sorry there was a delay! Let us know if your package doesn't arrive by November 2. Please keep us posted on its delivery. ^TN,delivery_issue,False
ec4e82335070,13560,118827,"Got Prime, won't leave package at the door. Rode my bike across the city to up my package. #homedelivery","I'm sorry this happened, Davis! Please provide carrier feedback here about this order: ^SH",delivery_issue,False
7d45b70bc113,13919,118925,"I ordered the Oasis, my order status showed it was to be delivered today and it did not come. Very disappointed.","Oh no, Kathleen! We want to help. Is there an updated delivery date showing here: ^LA",delivery_issue,False
1db369e7e940,13921,118925,I talked on the phone to someone who offered 10 percent off but that isn't on the account yet. Still don't know delivery date.,Which carrier was assigned to deliver your package today? ^TN,delivery_issue,False
9f6b7024072c,14280,119036,Today; 1st November. Or I wouldn't have ordered. I needed them to arrive at mums today so she can bring to me urgently in hospital tonight.,I can understand your frustration. Please reach out to us here to go over available options: ^CL,delivery_issue,False
efa0239ef2cb,14281,119036,"Placed order today, said delivery would be Wed but just received email saying it'll be Thurs now? I'm a prime customer . Unhappy!",I'm so sorry for the frustration! What was the date given in the original confirmation e-mail: ^DG,delivery_issue,False
a48fffd2c671,14289,119039,u need2 srsly consider cutting ties w/ nothing but probs they deliv sum1 elses package now I'm gettin the run around 2get mine,"I so sorry for the repeated delivery problems! When you contacted UPS, what options were provided? Please keep us posted. ^CC",delivery_issue,False
9b0e27377601,14293,119041,Yes. You definitely missed my delivery date. Twice. Also your call center staff seems to have no understanding of how mail delivery works.,I certainly understand your frustration! Who was the carrier for these orders? Please check here: ^BE,delivery_issue,False
c4a295674e44,14294,119041,logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service?,I'm sorry about this experience! Have we missed our initial delivery date promised in Your Orders: ^EB,delivery_issue,False
1fe982ceda8b,14298,119041,consider leaving the delivery of packages to the experts at or . Obvious decline in service when it’s logistics.,We'd like to take a closer look to see what we can do. Please reach out with more information here: ^DG,delivery_issue,False
446aa598af9b,14853,119214,no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,"Thank you for sharing your details, Dhinesh. We'll check your concern and reach you soon. ^VG",delivery_issue,False
d71d5d0d0e40,15140,119301,Another night. Another non-delivery. Another useless ‘chat’ conversation with false promises and excuses. - you have let me down yet again. Your promises are full of shit. #whereismybloodystuff,Oh no! I'm so sorry we've let you down! Were we able to offer any options when you reached out? ^JO,delivery_issue,False
e80fa59aa6bf,15277,119352,ur app shows expected delivery on 25 th on 30th( prepaid orders).it's a regular customer realising not to buy anything further.,Apologies. We'd like to check this for you. Kindly contact us here :,delivery_issue,False
8144ea545503,15286,119354,I ordered a ghilie suit with one day shipping for Halloween 3 days ago and guess what can’t do anything now because I don’t have it,I'm sorry your suit didn't arrive before Halloween. Did we miss the delivery date shown here: ^EA,delivery_issue,False
5decc04e2b24,15292,119355,"Delivery date 1Nov hai Aur Abhi tak Delivery nahi kiya hai ||Gati courier|| Godda, jharkhand my amazon id __email__","Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",delivery_issue,False
5decc04e2b24,15292,119355,"Delivery date 1Nov hai Aur Abhi tak Delivery nahi kiya hai ||Gati courier|| Godda, jharkhand my amazon id __email__",Sorry to know your order isn't delivered. Kindly fill your details here: I'll look into it. ^NR 1/2,delivery_issue,False
b83092c7785c,15442,119403,Hey so my package has not arrived yet. Can I get this sorted please,"While we can't access order or account details through social media, we'd still like to help! Please reach us directly via phone or chat so we can investigate: ^CS",delivery_issue,False
828fe721cfc5,15447,119403,thank you for delaying my package again and again. Not like I wanted it or anything,I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: ^MB,delivery_issue,False
7bfa2db0ff8d,15671,119447,"""Refused shipment - on the way back.""","Oh my! Just to clarify, can you tell us who the carrier of this order is? ^AL",delivery_issue,False
0ac2cec6f1b6,15672,119447,"Fool me twice! Another kindle release day, another missed ""guaranteed release day delivery"" #AMAZONFAIL",I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? ^EZ,delivery_issue,False
519c46040b0c,15678,119448,"Dear #Amazon #GlobalStore. 50 days, No delivery, No response.",get back to you on this. 2/2 ^SH,delivery_issue,False
519c46040b0c,15678,119448,"Dear #Amazon #GlobalStore. 50 days, No delivery, No response.",Sorry to know the shipment hasn't been delivered yet. Please reply to the email received from us and we shall 1/2 ^SH,delivery_issue,False
e43335b22223,15704,119453,. don't say you'll deliver the next business day then come back the same day. I won't let someone in my building I'm not expecting.,I'm sorry for the frustration. Who was the carrier for this delivery? You can check here: ^EA,delivery_issue,False
e2a36f08ecca,16105,119533,"Yerwada, Pune delivery folks r habituated/instructed to mark package delivered, wen customer not reachable n product nt delivered",I'm sorry to know about the conflicting tracking update. Have you reported this to our team here: ? ^GK,delivery_issue,False
8d11a7f5419e,16107,119533,"Order#406-0952229-5801128 not yet delivered, ws supposed to be delivered on Friday, prime 1 day delivery promise. Marked delivered on Monday",it to be personal information. Our page is visible to the public. 3/3^AR,delivery_issue,False
8d11a7f5419e,16107,119533,"Order#406-0952229-5801128 not yet delivered, ws supposed to be delivered on Friday, prime 1 day delivery promise. Marked delivered on Monday","form: . I'll look into it right away. Please don't provide your order details, we consider 2/3^AR",delivery_issue,False
8d11a7f5419e,16107,119533,"Order#406-0952229-5801128 not yet delivered, ws supposed to be delivered on Friday, prime 1 day delivery promise. Marked delivered on Monday",I'm sorry you've not received your order. I'd like to investigate this and assist you with the issue. Please fill this 1/3 ^AR,delivery_issue,False
c004e938d151,16109,119534,My order is due to arrive on Friday,Orders can ship at any time; once the order has been processed it will be assigned a tracking number. ^LR,delivery_issue,False
f44a3db21aac,16110,119534,My package still doesn’t have a tracking number I ordered last week...and no updated email just says not shipped ...,I'm sorry for any inconvenience! Can you tell us when your order is due to arrive? ^EZ,delivery_issue,False
