case_id,source_tweet_id,customer_id,customer_text,brand_response,gold_intent,expected_action,high_risk,label_source
22bf70ec683a,676110,129772,It says Amazon video is only available for customers in the uk?,You can find more information on Geographic restrictions of our Prime Video by visiting us here: Are you able to sign-in to the Prime Video website? ^TK,product_information,AUTO,False,"single-reviewer, handbook-guided"
8eaff560112b,150532,150330,I listen to anything I want on Amazon Music while shopping with my Amazon Prime membership and no one is breathing on me. I don't even need to wear a coat. #BlackFriday,Ah the luxuries of being a Prime member!!😆😀^CN,account_membership,AUTO,False,"single-reviewer, handbook-guided"
3b79d2ba2298,4947,116874,Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,"Gracias por la información, Quirino. Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete. Lo puedes hacer a través del siguiente enlace: ^LC",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
ca662f810ac0,64222,130737,"Your assistance cannot cannect me, Can't cannect on costumer care. Facing so many problem, Than I using social media platform, tell your assistant to contact me, on call or email",Sorry to know that you're facing trouble in reaching out to our support team. Kindly drop in your details here: and we'll get back to you with an update at the earliest. ^EM,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
f9942a7e6c6c,352350,199794,"got refund after 3,4 days. Poor policies from Amazon. Improve your refund policies.","Mohit, refund usually takes 3-5 business days to be processed. However, I'll be sure to pass along your feedback internally. ^MS",return_refund,AUTO,False,"single-reviewer, handbook-guided"
5c1536389f83,1398501,445214,been waiting over 2 weeks to watch X Factor episode 12. It's getting hard to avoid spoilers. Paying £10 a month &can't watch it,We'd like to look into this with you! Please get in touch with us by phone or chat here: ^KJ,product_information,AUTO,False,"single-reviewer, handbook-guided"
83846f767dc2,1121255,384506,That you would add the card onto mum's account and it would take an hour!!!,We're unable to access your acc here. Get in touch here: and we'll be happy to help. ^RS,account_membership,AUTO,False,"single-reviewer, handbook-guided"
d71781b3c791,789023,308154,i returned the order ORDER # 405-7027922-1427525 which i received from you. a refund has not been initiated on my order,We'd like to check. Please connect with us here: our team will reach out to you. ^SA 1/2,return_refund,AUTO,False,"single-reviewer, handbook-guided"
a4ce178458b6,439743,219389,My no is 9884013570 and my email id is janu __email__. I am not able to track the error you can contact on the above ids,"Please use a laptop/desktop to share the details, as you may know we won't be able to access the details from Twitter. ^MS",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
754581d5a6ee,91503,135838,"__email__,Reg Mob-9717597841.I have placed an order on Amazon.in on 21NOV. Order ID- .Not received order Still.Estimated Delivery Date of Order was 27Nov &Today is30Nov.I need token of Apology of Rs1000 in AmazonPayBal","As per the screen shot shared by you would receive the order by 1 December 2017, please wait for the same. We would not be able to provide any gift card balance for this. (1/2) ^MD",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
b174e08ae760,1297951,423333,hi there. My account was charged twice for a recent order. What should I do?,"One may be an authorisation, which will drop off in line with your bank's policies. More info: ^TN",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
1112215ff363,1473734,462108,I’ve spent 45 minutes on the phone with customer svc trying to figure out an issue with my Prime account. Still no help!,Keep us posted on the resolution of the call! We want to make sure this issue is resolved for you. ^TN,account_membership,AUTO,False,"single-reviewer, handbook-guided"
9061301c76d8,265011,179130,Ugh my copy of Wild Beauty came slightly damaged. This is what I get for ordering off Amazon 😭,I'm sorry your copy arrived in this condition. If you'd like to see some options we have: ^GM,return_refund,AUTO,False,"single-reviewer, handbook-guided"
e263bcd698b2,600374,262383,i spoke to you twice and you refuse to refund me. the amazon ORDER # 114-6977437-2765043 have a go at it,"When you contacted us, did we mention why a refund was not an option? ^CS",return_refund,AUTO,False,"single-reviewer, handbook-guided"
8f313278ba45,1384802,173299,It is from my wife’s account but if you check your previous reverts I am sure you will get the complete understanding but seriously fed up,Please fill in the form with order associated account. We will check and connect with you accordingly. ^RW,account_membership,AUTO,False,"single-reviewer, handbook-guided"
d9437389b6f9,140937,147800,Help? Can you confirm the order (ref in screen grab) has been returned to you - seems to be taking quite a while to register and action the refund? I fear someone logged it as faulty and nabbed it for themselves... Thx,"Hey there! We're not able to view order related things via Twitter, but we'd like to help in any way we can! Please click here: so we can take a closer look with you. ^NM",return_refund,AUTO,False,"single-reviewer, handbook-guided"
0750a2731a50,1104273,380596,Hi team can I pay partial by Gift card and Partial Amazon pay balance to pay for my order & get 10% CB on the Amazon pay paid amt?,Purchases made with a combination of payment methods will not be eligible for the Amazon Pay balance cashback. (1/2) ^SC,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
b7bbdd006c6d,1310960,426339,I got my credit card in the mail today! My journey to being in debt in a few years continues! 😂💳💸,😎 Well I think its time to start the shopping. 👗 👙👠 👡 👢 👛 👜 I will take all those please.😊 Have a great weekend ^CR,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
4f16a141dce6,210485,165814,"Anyone ever order something from and for some reason gets delivered to freaking New Brunswick, NJ... but you live in SoCal?? 🤦🏻‍♀️",Oh no! We'd like to take a closer look at your delivery and available options. Please contact us: ^RA,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
d825dc565cd1,225510,169870,"want to change shipping address, need help",We'd like to take a closer look. Call us here: for live assistance. ^HK,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
d3d97c5d3534,300048,187545,This is the replacement copy for the damaged one I received today from Guess I will buy in store.,I'm sorry your book arrived in this condition. You can view refund/replacement options w/ us here: ^KP,return_refund,AUTO,False,"single-reviewer, handbook-guided"
b838712f742c,918910,338138,sir I lost my login details I can't login just have your bill nd mobile cover so tell me how to get duplicate invoice,That's inconvenient. Please report this to our support team here: for assistance. ^RS,account_membership,AUTO,False,"single-reviewer, handbook-guided"
2528a579d9d9,1387249,442785,"Hello, I observed that my book ""Business Idea Blueprint"" is listed on other Amazon stores but it's not available on What is the cause and what can be done to change the situation?","Thanks for reaching out! If you have a moment, please use this link: to contact our Amazon Author Central Team, to discuss available option with you. ^LH",product_information,AUTO,False,"single-reviewer, handbook-guided"
45160abb21fd,970563,350310,Unsure how this helps.Can see iplayer on firestick when register w prime account. But when reg w nonprime acct can't see it.Also for ITV app,Please let our Fire TV Stick team take a look into this with you and look into options: ^DO,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
ade50882d737,1412822,403125,"I am asking for the same phone, if not blue then get me black,I got this phone under 10% cask back rs offer using sbi debit card","I'm afraid, we will not be able to replace the product based on color. For more info, you (1/2)^SQ",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
1c78f2a32e99,353643,200063,"#GreatIndianFestival #fraud by to jack up #sales. Never ordered these, even #address & #name is #wrong. #FakeSale #ECommerce","here: we'll get back to you. Please don't provide your order details, (2/3)^AP",billing_payment,ESCALATE,True,"single-reviewer, handbook-guided"
7ecec77ccdd2,2571850,729304,why you not adding Malayalam movie section? Expecting soon,Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection. ^MK,product_information,AUTO,False,"single-reviewer, handbook-guided"
742c3fc8d236,546391,247052,They're arriving Monday according to my account. I ordered early Thursday morning,"Sorry to hear that. Can I ask if the orders are showing as dispatched? As mentioned by ^GR, we won't charge you for your order until it has been dispatched. ^TI",account_membership,AUTO,False,"single-reviewer, handbook-guided"
f1bb276a1c76,1332084,193237,Friends this is what happened. Amazon fails to bind customers and started cancellation of membership itself. This was the sell offer of amzn,We are working on your concern. We will get back to you with an update at the earliest. ^HR,account_membership,AUTO,False,"single-reviewer, handbook-guided"
3bbf96a5b997,29522,122486,"Using my own brain, I selected a different language and after multiple attempts I was able to reach a human voice.",Apologies for the trouble. We'll consider this instance as feedback and will work on it for improvements. ^SU,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
f592054b5eb8,392622,208981,Please update on this order ASAP attached in the picture as l am unable to track on Aramex tracker,Apologies for the inconvenience. Have you tried reporting this issue to our support team here: ? 1/2 ^OS,order_change,AUTO,False,"single-reviewer, handbook-guided"
0865e37cefbd,111775,140828,"Are kidding me right now?! Don’t get my parcel, signature has been forged and one of their customer service advisors hung up on me 😡",I'm sorry to hear about this experience! This is not the level of service we strive for. Was the parcel supposed to be delivered today? ^TR,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
b3a476af3fb5,307189,189361,is the #BookofMythicality going to ship today like the app says,Thanks for contacting us. It isn't uncommon for orders to be shipped closer to the delivery date. Please keep us posted. ^GG,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
f5182766f7ed,3753,116617,"Mac book pro, with Chrome",Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
1c6f15833aa5,593376,259026,Please cancel my all recent recharge. I have done through another website.,"As we don't have access to your Amazon account info via Twitter, request you to please reach out to our support team using the link provided earlier and we'll look into this. ^MK",order_change,AUTO,False,"single-reviewer, handbook-guided"
4b9f6292424a,206895,164991,Out for delivery. It's said this since 11am😡,Late packages tend to arrive the following day. Please let us know if this order doesn't arrive tomorrow. ^AG,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
6d8180758c4f,1917113,571010,It's been 5 days.still I'm not able to load money in pay balance. Don't tell me about verification. I have verified my email and number since i created the account. This is how you treat with your customers 😑😢😒,"I'm sorry for the trouble you have loading Amazon pay balance, a correspondence is sent to your registered email account with further assistance. Kindly check. ^MJ",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
1321f4420433,27884,122102,have taken £80 out my account without my consent 🙄,This could be a Prime charge that you can cancel through your account ^KM,account_membership,AUTO,False,"single-reviewer, handbook-guided"
7b2a68717245,1088710,376809,"Sobre a busca de um antigo artefato Escandinavo :) Aproveitando a deixa, obrigado pelo maravilho aparelho Kindle e sua variedade de Livros❤️","Olha, gostei, vou colocar na minha Lista de Desejos. Ooownt, que amor isso, esperamos que você continue curtindo muito. ❤ ^DA",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
c13e862c635d,1651212,171871,What's the next Tamil and English movie release in prime?,We do not have any update as of now. Any update will be put up on our website. Stay tuned! ^HR,product_information,AUTO,False,"single-reviewer, handbook-guided"
2d7cf98a1ad8,93731,136319,"I’d rather be told my package is coming in 3-5 business days, rather than being lied to about my package coming on a specific date . You guys have been HORRIBLE","I'm sorry for any trouble. Are you having issues with a current order? If so, what's the latest tracking show: ^SH",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
0db760691223,721747,163493,I have contacted seller support every single day and they don’t reply. I’m so angry and frustrated plus they already charged me $39.99,What was the last information they provided? Have you submitted all requested information? ^AM,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
d8a1586797ba,162008,153404,having major display issues with the firestick on our tv since yesterday. Can you help?,I'm sorry for this issue with your Fire TV Stick. Can you tell us more about what's going on? ^DO,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
c7023259107d,527631,242141,received a broken item in my order. Asked for replacement 2dayd back. No progress yet. This isn't the way customers should be handled. #badshopping,"I'm sorry for the ordeal. I’d like to look into this, please fill this form: and I’ll contact you at the earliest ^RW",return_refund,AUTO,False,"single-reviewer, handbook-guided"
ef727da71f1a,468731,226613,"Amazon you got to know how to deal with your old customers. This is really ridiculous to receive ""All Out Rs 336"" in place of ""One Plus 5T 128 GB Rs 37999"" . #fraud . On top of it, you are asking link my to add my aadhar to initiate inspection.","Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^HS",billing_payment,ESCALATE,True,"single-reviewer, handbook-guided"
42c0e94a5988,1101878,380002,"Items are placed in my basket that I didn't put there. Password changed 4 times, email assoc. w/acct changed, keeps happening.","Oh no, Cindy! I am so sorry about this! Please contact us here via phone or chat: ^BE",account_membership,ESCALATE,True,"single-reviewer, handbook-guided"
557083afcee9,680431,786521,Thanks...😊 When Will Be The Release Of Tamil Movie Theeran Adhigaaram Ondru?,We constantly add new content. Stay tuned for further updates! ^PB,product_information,AUTO,False,"single-reviewer, handbook-guided"
a613acc9efad,170914,155859,Please re read my tweet. I cannot login or change password. Link provided takes me to a login page??,I apologize you were sent the wrong link. You won't be required to sign in when contacting us directly here: ^NC,account_membership,ESCALATE,True,"single-reviewer, handbook-guided"
7a3caed9a747,2353854,680137,I am purchasing from Amazon and i think it is your responsibility to check everything . How can you charge more price ? MRP incudes each and every tax which is levied on the item . So how can the billed amount be more than MRP ?,"We try to ensure that the MRP mentioned on the website is same as the MRP mentioned on the product that is delivered to you. However, occasionally, the MRP of the product delivered might differ from the MRP mentioned 1/2 ^EM",product_information,AUTO,False,"single-reviewer, handbook-guided"
cc172922fa02,420967,215326,My account has been locked for 2 weeks. The customer support are useless and promised calls backs do not happen. Help!,Have you received an email from an account specialist atall? ^KM,account_membership,AUTO,False,"single-reviewer, handbook-guided"
3c923f2de722,348179,198903,shitty service from amazon. Cancelled order twice & stupid reason. Order#404-9941761-3189121,Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH,order_change,AUTO,False,"single-reviewer, handbook-guided"
014f06c1fa88,62299,130272,It’s now 8:03. I’ve yet to see the packages that were promised by 8. The gps tracking says there is one delivery before mine. I️ LIVE LESS THAN 10 MILES FROM THE WAREHOUSE. Can I️ just pick them up there next time,I'm sorry for this delay. Most late orders arrive the following business day. Please keep us updated on the delivery. We want to ensure it arrives. ^RR,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
4a169ad7a548,493503,232644,"Well, thanks for the salt in the wound I guess. Hope the magical mysterious vanishing truck with my order that dispatched yesterday via your own logistics company returns from whichever dimension it disappeared to soon. I can see why Prime costs £80 a year.","JC, I'd like for a member of our team to look at this situation a bit closer to see what's going on. Please contact us by phone here for direct assistance: ^SE",order_change,AUTO,False,"single-reviewer, handbook-guided"
02dabd15b55b,985132,353503,I would like to know if I can get 5.1 content with Fire TV stick.?,"Hi - are you referring to 5.1 Audio? If so, yes. Pls see : ^TD",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
9c487816fe77,158833,265724,I cant geat which i order from it,I'm unable to comprehend your query. Could you please elaborate on it? ^VN,order_change,AUTO,False,"single-reviewer, handbook-guided"
a3cb85dc338d,93577,136282,"Olha só a dlog queimando o filme de vocês com mentira, eu moro em condomínio com portaria",Oi Marcio! Sinto muito o ocorrido! Você já entrou em contato com o serviço ao cliente para reportar o inconveniente? ^NP,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
fc3056e4065f,418803,214888,why i can't login to Amazon?? hhhmm cc:,I'm sorry for the trouble! Have you reached us by phone to discuss this: ^ST,account_membership,AUTO,False,"single-reviewer, handbook-guided"
d57fd66f5483,32337,123163,Received an email today saying my payment has been declined and Ive just checked my account and my new card was already added. Please advise,Have you reached out to your bank about this declined charge? Learn more about declines here: ^TH,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
54640397828b,318090,191900,chose to return an item Order# 403-3914219-3509133 no one has come to pick up the order and tracker shows something else,We would like to help. Please share your details with us here: We'll get in touch shortly.(1/2) ^CB,return_refund,AUTO,False,"single-reviewer, handbook-guided"
1fb777d89bdc,1109474,381320,can I buy a mobile on EMI through A debit Card,We've responded to your query here: Kindly check. ^PS,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
a0ab21fb2b9c,421521,215431,will Mr. Robot be available on Prime Video on the date it is released?,We don't have the requested information. Kindly stay tuned for updates. ^AK,product_information,AUTO,False,"single-reviewer, handbook-guided"
461d555a020e,288160,184649,Hello amazon No update so far. Should I cancel the order.,Keep a tab here : We'll reach out at the earliest with an update. ^CB,order_change,AUTO,False,"single-reviewer, handbook-guided"
5356be0fc62a,1071048,372746,Ordered Echo and now I see it will get shipped next year! r u kidding me?,"Due to an overwhelming response and limited inventory, we're doing our best to dispatch orders as soon as possible. (1/2)^BS",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
7236349cd537,603975,263551,Qualcuno di voi ha un Kindle di 8 generazione? È possibile che non riesca ad aumentare la luminosità? Sto impazzendo 🤔🤬 #kindle,Prova a vedere se questa pagina può esserti utile: ^EA,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
21b105825b8d,313282,190810,Please see below order details and you can contact me via DM,"Please don’t provide your order details, we consider them as personal info. Our Twitter page is visible to public. (2/2) ^VM",order_change,AUTO,False,"single-reviewer, handbook-guided"
edd93357baf5,2011965,594938,Please help me Team I lost 199 on Amazon pay While recharging jio It was unsuccessful only 200₹ was refunded 199₹ was not there,We've responded to your query via DM. Please check. ^HD,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
1200ff773a4f,622400,267734,Why r big shopping app goofoff,We would like to help you. Please share your details with us here: We'll get in touch shortly. ^CB,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
4d24aa3084ba,19114,120260,: By what date will you publish the result of Amazon App Jackpot Contest which ended yesterday i.e 31st Oct 2017 ?,"Hi, you may check it here: ^RW",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
a29553cc839f,144036,137810,Still no delivery and no reply from Customer Services 😡😡,"Can I ask, have yo spoken to customer services through the link provided to you yesterday and if so what resolution was offered to you please? There is an option to request a callback or to have a live chat with an associate.^GA",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
b0e4792bad3f,930157,340681,"That's the issue, the purchases were made by colleagues on a corporate card outside of my account. Any way you can help?","Without having access to the account, there would be no additional information we're able to provide. Were the purchases made on a business account? if not, are you able to speak to the colleagues that made the purchases to have them reach us? ^JE",account_membership,AUTO,False,"single-reviewer, handbook-guided"
4202b3e87f11,99859,137866,"dint get the benefit of cash back offer on 19th nov 2017 purchase of ₹2054, which paid by amezon pay!Order # 402-4299710-3785923","Could you please help us with the name of the cashback? We'll assist you accordingly. Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^VH",order_change,AUTO,False,"single-reviewer, handbook-guided"
b05de890cef5,22527,120919,Good morning - Day 4 of terrible customer service continues I guess Read:,Pls fil out this secure form and a specialist will look into this for you ^KM,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
309a79f7e9cd,34531,123484,Dejo pantallazo,"Entiendo, por favor reportalo con nuestro Servicio al Cliente por medio de este enlace: . ^MB",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
b59ae8d834b5,1210183,404080,Do you have the complaints email address as the web chat service gave me an invalid address?!,If you reach us here: we can escalate your email internally.^CD,account_membership,AUTO,False,"single-reviewer, handbook-guided"
97c7b9150c19,59520,129576,When will iPhone X will be back in stock?,"We haven't made an announcement on that yet. However, you can click on ""Email Me"" option 1/2 ^HD",product_information,AUTO,False,"single-reviewer, handbook-guided"
641dd5a3a3d4,18945,120228,Disappointed with order# 407-5957878-5349150 Ordered through prime ID and paid Rs. 50 extra on prime. Still haven't received it.,Our Twitter page is visible to public. 3/3 ^SB,order_change,AUTO,False,"single-reviewer, handbook-guided"
35a81c8c9a97,29483,122482,OrderId 407-5786974-7485166 Ordered a washing machine and it was defected! No one came for taking it back.,Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)^CB,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
074a9b22f980,16817,119701,When will i be getting a refund of this product #help #pleasebesensable,Our team has sent you a correspondence. Kindly check it here: ^AP,return_refund,AUTO,False,"single-reviewer, handbook-guided"
8194bb1b6b8b,78806,133572,. is joke. Email saying they're delivering something today. Something that I asked be delivered on Friday using Nominated Day,Sorry to hear about the delay with your delivery. Did you receive an email update on the nominated delivery date about a delay? ^MI,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
aeebf4d4f7f1,616975,266387,Just sent them an email so hopefully someone can help. Any ideas on what I can do on my last tweet about the incorrectly charged TP WiFi plug offer that over charged me.,"This is the TP-Link plug included in the bundle, correct? If so, you will see the discount added to your order in the Checkout summary screen. Can you locate it there? ^TK",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
d1895be88ab8,378693,205871,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,"Try placing the order from the account to which the invite was sent, that should work. ^HT",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
0726374026c0,138170,147123,- your service is getting worse I buy an item on prime which is meant to be next day delivery. Yet it won’t be delivered for 3 days!! Time to #cancel my #amazonprime account.,During this busy time we have extended the delivery window for Prime orders: Thank you for your patience.^SM,order_change,AUTO,False,"single-reviewer, handbook-guided"
3bd00c326c59,8511,117493,UPS supposed to pick up a return package yesterday and bring return label... never showed.,"I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: ^AC",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
f47fdafd105a,83556,134353,"Il messaggio a questo è questo. Mi trovo nella pagina ""Dettagli dell'ordine""","Grazie mille! Il messaggio sul tuo ordine conferma che al momento non abbiamo una previsione di consegna, dato che l'articolo non è ancora disponibile nel nostro stock e non sappiamo quando lo diventerà. Altre info qui: ^GD",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
d8d7a008a30b,2385236,687465,How do I do that? This is some verified amazon purchase. I can't even see seller name as item is not available any more on amazon,Our support team will be happy to look into this. You can connect with us here: ^CB,product_information,AUTO,False,"single-reviewer, handbook-guided"
88826e1306c1,115867,141797,"That worked... but it's now reverted back to only allowing Express Delivery (Monday). Have deleted and re-added my address again, but this time it's not allowing Sat/Sun delivery.","Hmm... just to confirm, Gavin, when you delete and re-add your address, are you opting to allow weekend delivery? ^BL",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
0e5a6de769f3,410066,212809,I got my order today. What happened to those nice boxes you used to use? 3 DVDs in a padded envelop isn't sturdy packaging,We always want to improve for our customers! Please leave your feedback and concerns here: ^AH,order_change,AUTO,False,"single-reviewer, handbook-guided"
93c5b1621625,18402,120089,"Hey : the 4K FireTV is great, but not needing to restart after every sleep to have it find my WiFi network would be better.",I'm sorry to hear about this. We'd like to offer real-time troubleshooting. Please contact us here: ^LR,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
9464383a9d83,205698,164739,"Hey , tell they're full of shit. I've been home since 530pm waiting for my package. No delivery attempt was made. #stoplying","I'm sorry that we didn't get your order to you, Joseph! Have you contacted the carrier yet? If so, what was advised? ^FR",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
374e709fc4c5,448299,221200,#amazon.in #AmazonIndia Amazon delivery sucks; either they deliver late or they cancel the order. Very irresponsible. Cancelled 408-2690711-0478705,"That's quite a remark. Kindly report this to our support team here: and we'll take necessary actions to make things right for you. Please don't provide your details, we consider it personal information. Our Twitter page is visible to public.^SD",order_change,AUTO,False,"single-reviewer, handbook-guided"
49d349fb2b22,293327,185868,fraud services,I'll reach and assist you further. Appreciate your understanding. (2/2) ^SV,billing_payment,ESCALATE,True,"single-reviewer, handbook-guided"
bbeded881fcc,27919,122108,"I show a add on app 13oct load amazon pay balance 15% back offer,i cant receive.,i call customer care says offer does nt exit wow","That's odd. We'd like to take a closer look, please share your details here: ^MS",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
463d4b04fee2,996735,356024,"guys, I'm not able to add Amazon prime in my roku device. Using it in India. Please help!!!","2016 smart TVs from Samsung, Sony, and LG. We don't have any announcement about 2/3 ^HD",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
e9b3120395cf,1680689,511033,Hey my #DiwaliKiTayari is going in vain not able to add money to my amazon pay and order gifts to my loved ones. Help,Sorry for the hassle. Please report this to our support team here: and we'll check this. ^HN,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
0c71e181e09c,180397,158427,"No insight, just told to order product somewhere other than app so I won't see FREE UK Delivery message. Really? Honour what you advertise.","We certainly understand your frustration, Lee! It appears the items you've shown us aren't available for Prime and (1/2)",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
defe35592cba,205722,164744,I tried that yesterday and it only started the process to refund my order,Using the link NM posted we'll be able to assist you through our support team where we can explore available options. ^WM,return_refund,AUTO,False,"single-reviewer, handbook-guided"
5d5b1e75d792,226037,294773,Y ur app doesn't support Chromecast...,"about Prime Video for other living room devices, but stay tuned. 2/2 ^RW",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
e49d2ef67f61,180380,158426,you guys were supposed to remind me when my membership was due but I didn't get any email therefore was charged,Hi there- If it is a rolling subscription you wouldn't receive email updates regarding the renewal charge. ^NV,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
8411cd21668e,808135,312562,When will Suits season 7 be available on prime videos India.?,We’re really sorry for the inconvenience caused. (2/2) ^CB,product_information,AUTO,False,"single-reviewer, handbook-guided"
c68a27b5cc49,142123,148072,You promised delivery for my product on 22nd..it’s 24th and it’s still not here. Tracking number 184123548332. Your CS agents are giving shitty reasons for not delivering it. And I am a prime member..so to hell with your Prime from now on,"I'm sorry for the delay in delivering your order. Please fill out this form: and we'll look into this for you. Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
